gx,gy,x_center,y_center,total_hits,entropy_bits,normalized_entropy,dominant_share,share_stem,share_bulk,share_left,share_right
38,92,-1.075000,4.625000,18,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
39,92,-1.025000,4.625000,16,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
40,92,-0.975000,4.625000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
43,92,-0.825000,4.625000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
44,92,-0.775000,4.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
45,92,-0.725000,4.625000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
46,92,-0.675000,4.625000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
48,92,-0.575000,4.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
49,92,-0.525000,4.625000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
50,92,-0.475000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
51,92,-0.425000,4.625000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
52,92,-0.375000,4.625000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
53,92,-0.325000,4.625000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
54,92,-0.275000,4.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
55,92,-0.225000,4.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
56,92,-0.175000,4.625000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
57,92,-0.125000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
58,92,-0.075000,4.625000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
59,92,-0.025000,4.625000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
60,92,0.025000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
61,92,0.075000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,92,0.125000,4.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,92,0.175000,4.625000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
64,92,0.225000,4.625000,48,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,92,0.275000,4.625000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,92,0.325000,4.625000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,92,0.375000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,92,0.425000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,92,0.475000,4.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
71,92,0.575000,4.625000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,92,0.625000,4.625000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,92,0.675000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,92,0.725000,4.625000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
75,92,0.775000,4.625000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,92,0.825000,4.625000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,92,0.875000,4.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,92,0.925000,4.625000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,92,0.975000,4.625000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,92,1.025000,4.625000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,92,1.075000,4.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,92,1.125000,4.625000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,92,1.175000,4.625000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,92,1.325000,4.625000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,92,1.375000,4.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
88,92,1.425000,4.625000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
89,92,1.475000,4.625000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,92,1.525000,4.625000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
91,92,1.575000,4.625000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
92,92,1.625000,4.625000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
93,92,1.675000,4.625000,19,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
94,92,1.725000,4.625000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
95,92,1.775000,4.625000,28,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
96,92,1.825000,4.625000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
97,92,1.875000,4.625000,37,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
98,92,1.925000,4.625000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
26,93,-1.675000,4.675000,23,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
27,93,-1.625000,4.675000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
28,93,-1.575000,4.675000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
29,93,-1.525000,4.675000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
30,93,-1.475000,4.675000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
31,93,-1.425000,4.675000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
32,93,-1.375000,4.675000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
33,93,-1.325000,4.675000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
34,93,-1.275000,4.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
35,93,-1.225000,4.675000,24,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
36,93,-1.175000,4.675000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
37,93,-1.125000,4.675000,18,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
38,93,-1.075000,4.675000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
42,93,-0.875000,4.675000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
43,93,-0.825000,4.675000,18,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
44,93,-0.775000,4.675000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
45,93,-0.725000,4.675000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
46,93,-0.675000,4.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
47,93,-0.625000,4.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
48,93,-0.575000,4.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
49,93,-0.525000,4.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
50,93,-0.475000,4.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
51,93,-0.425000,4.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
52,93,-0.375000,4.675000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
54,93,-0.275000,4.675000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
55,93,-0.225000,4.675000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
56,93,-0.175000,4.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
57,93,-0.125000,4.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
58,93,-0.075000,4.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
59,93,-0.025000,4.675000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
60,93,0.025000,4.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
61,93,0.075000,4.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,93,0.125000,4.675000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,93,0.175000,4.675000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
64,93,0.225000,4.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,93,0.275000,4.675000,48,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,93,0.325000,4.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,93,0.375000,4.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,93,0.425000,4.675000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,93,0.475000,4.675000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,93,0.525000,4.675000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,93,0.625000,4.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,93,0.675000,4.675000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,93,0.725000,4.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
75,93,0.775000,4.675000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,93,0.825000,4.675000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,93,0.875000,4.675000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,93,0.925000,4.675000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,93,0.975000,4.675000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,93,1.025000,4.675000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,93,1.075000,4.675000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,93,1.125000,4.675000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,93,1.175000,4.675000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,93,1.225000,4.675000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,93,1.275000,4.675000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,93,1.325000,4.675000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,93,1.375000,4.675000,32,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
88,93,1.425000,4.675000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
89,93,1.475000,4.675000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,93,1.525000,4.675000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
91,93,1.575000,4.675000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
92,93,1.625000,4.675000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
93,93,1.675000,4.675000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
94,93,1.725000,4.675000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
95,93,1.775000,4.675000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
96,93,1.825000,4.675000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
97,93,1.875000,4.675000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
26,94,-1.675000,4.725000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
27,94,-1.625000,4.725000,18,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
28,94,-1.575000,4.725000,25,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
29,94,-1.525000,4.725000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
30,94,-1.475000,4.725000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
31,94,-1.425000,4.725000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
32,94,-1.375000,4.725000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
33,94,-1.325000,4.725000,19,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
34,94,-1.275000,4.725000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
35,94,-1.225000,4.725000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
36,94,-1.175000,4.725000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
37,94,-1.125000,4.725000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
40,94,-0.975000,4.725000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
41,94,-0.925000,4.725000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
42,94,-0.875000,4.725000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
43,94,-0.825000,4.725000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
44,94,-0.775000,4.725000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
45,94,-0.725000,4.725000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
46,94,-0.675000,4.725000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
47,94,-0.625000,4.725000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
48,94,-0.575000,4.725000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
49,94,-0.525000,4.725000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
50,94,-0.475000,4.725000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
51,94,-0.425000,4.725000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
52,94,-0.375000,4.725000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
54,94,-0.275000,4.725000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
55,94,-0.225000,4.725000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
56,94,-0.175000,4.725000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
57,94,-0.125000,4.725000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
58,94,-0.075000,4.725000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
59,94,-0.025000,4.725000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
60,94,0.025000,4.725000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
61,94,0.075000,4.725000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,94,0.125000,4.725000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,94,0.175000,4.725000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,94,0.275000,4.725000,63,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,94,0.325000,4.725000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,94,0.375000,4.725000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,94,0.425000,4.725000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,94,0.475000,4.725000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,94,0.525000,4.725000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
71,94,0.575000,4.725000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,94,0.625000,4.725000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,94,0.675000,4.725000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,94,0.725000,4.725000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
75,94,0.775000,4.725000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,94,0.825000,4.725000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,94,0.875000,4.725000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,94,0.925000,4.725000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,94,0.975000,4.725000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,94,1.025000,4.725000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,94,1.075000,4.725000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,94,1.125000,4.725000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,94,1.175000,4.725000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,94,1.225000,4.725000,16,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,94,1.275000,4.725000,27,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,94,1.325000,4.725000,23,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
88,94,1.425000,4.725000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
89,94,1.475000,4.725000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,94,1.525000,4.725000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
91,94,1.575000,4.725000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
92,94,1.625000,4.725000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
93,94,1.675000,4.725000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
94,94,1.725000,4.725000,21,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
95,94,1.775000,4.725000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
96,94,1.825000,4.725000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
97,94,1.875000,4.725000,31,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
98,94,1.925000,4.725000,48,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
26,95,-1.675000,4.775000,28,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
27,95,-1.625000,4.775000,18,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
28,95,-1.575000,4.775000,25,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
29,95,-1.525000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
30,95,-1.475000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
31,95,-1.425000,4.775000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
32,95,-1.375000,4.775000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
33,95,-1.325000,4.775000,26,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
34,95,-1.275000,4.775000,24,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
35,95,-1.225000,4.775000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
36,95,-1.175000,4.775000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
39,95,-1.025000,4.775000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
40,95,-0.975000,4.775000,33,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
41,95,-0.925000,4.775000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
42,95,-0.875000,4.775000,13,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
43,95,-0.825000,4.775000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
44,95,-0.775000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
45,95,-0.725000,4.775000,18,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
46,95,-0.675000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
47,95,-0.625000,4.775000,9,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
48,95,-0.575000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
49,95,-0.525000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
50,95,-0.475000,4.775000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
51,95,-0.425000,4.775000,15,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
52,95,-0.375000,4.775000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
53,95,-0.325000,4.775000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
54,95,-0.275000,4.775000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
55,95,-0.225000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
56,95,-0.175000,4.775000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
57,95,-0.125000,4.775000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
58,95,-0.075000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
59,95,-0.025000,4.775000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
60,95,0.025000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
61,95,0.075000,4.775000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
62,95,0.125000,4.775000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
63,95,0.175000,4.775000,2,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
65,95,0.275000,4.775000,55,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
66,95,0.325000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
67,95,0.375000,4.775000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
68,95,0.425000,4.775000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
69,95,0.475000,4.775000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
70,95,0.525000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
71,95,0.575000,4.775000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
72,95,0.625000,4.775000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
73,95,0.675000,4.775000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
74,95,0.725000,4.775000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
75,95,0.775000,4.775000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
76,95,0.825000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
77,95,0.875000,4.775000,4,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
78,95,0.925000,4.775000,3,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
79,95,0.975000,4.775000,1,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
80,95,1.025000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
81,95,1.075000,4.775000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
82,95,1.125000,4.775000,16,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
83,95,1.175000,4.775000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
84,95,1.225000,4.775000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
85,95,1.275000,4.775000,8,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
86,95,1.325000,4.775000,21,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
87,95,1.375000,4.775000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
89,95,1.475000,4.775000,6,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
90,95,1.525000,4.775000,5,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
91,95,1.575000,4.775000,34,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
92,95,1.625000,4.775000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
93,95,1.675000,4.775000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
94,95,1.725000,4.775000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
95,95,1.775000,4.775000,11,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
96,95,1.825000,4.775000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
97,95,1.875000,4.775000,22,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
98,95,1.925000,4.775000,24,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
26,96,-1.675000,4.825000,7,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
27,96,-1.625000,4.825000,23,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
28,96,-1.575000,4.825000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
29,96,-1.525000,4.825000,17,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
30,96,-1.475000,4.825000,23,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
31,96,-1.425000,4.825000,12,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
32,96,-1.375000,4.825000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
33,96,-1.325000,4.825000,10,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
34,96,-1.275000,4.825000,30,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
35,96,-1.225000,4.825000,14,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
39,96,-1.025000,4.825000,20,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
