candidate_id,status,selected_rank,score,lambda_max,occupancy,span_x,span_y,aspect_ratio,min_x,max_x,min_y,max_y,a0,a1,a2,a3,a4,a5,b0,b1,b2,b3,b4,b5
306,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.589385,1.148192,-0.025793,-0.249104,-0.094998,-0.282632,0.759211,-0.236708,1.089438,0.558770,-0.804752,1.116816
307,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.184770,-0.859326,0.187625,0.652493,0.930754,-0.789007,-1.026286,1.139093,-0.524831,-0.784768,1.028790,0.876212
308,collapsed,,0.000000,-0.368519,0.000000,0.000000,0.000000,0.000000,0.531260,0.531260,0.066379,0.066379,0.355553,0.637412,-0.459192,-0.925223,-0.077083,1.003451,-0.074435,0.509293,-0.263142,0.606339,-1.151328,-0.100613
309,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.177730,-0.809338,-0.990819,1.193295,-0.996420,-0.221871,0.544915,0.064861,-0.278805,-0.074637,-0.138215,1.128706
310,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529073,0.727460,0.312118,0.094165,0.461120,-0.124028,0.522343,-0.440546,0.562689,1.176639,-0.226456,-1.013499
311,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.573612,0.321059,-0.704040,0.100121,-0.297742,0.763995,-0.542878,-0.308170,0.313982,-1.021356,-0.939154,-0.853296
312,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.648548,1.115753,0.718953,0.060453,-0.964812,0.564619,-0.741731,-0.470130,1.135348,0.312298,0.356502,0.460312
313,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.932496,-0.149248,0.160901,-0.814191,-0.568427,0.730311,-0.587628,-0.619130,-0.886510,-0.006018,-0.097497,-0.848820
314,collapsed,,0.000000,-0.127127,0.000000,0.000000,0.000000,0.000000,0.044813,0.044813,-0.182846,-0.182846,0.141381,0.948151,-0.153703,-0.964790,0.729916,-0.394589,-0.294620,-0.286377,-0.856100,0.671831,-0.538270,0.999353
315,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.155610,-0.517472,0.880898,-0.226105,-0.766617,-1.059555,-0.406227,0.327107,1.197324,0.961529,-0.480764,-0.654541
316,accepted,1,0.118587,0.210120,0.564375,1.567107,2.422196,0.646978,-1.066670,0.500437,-1.681599,0.740597,-0.961792,0.116483,0.750147,-0.544763,0.545643,0.957609,-0.088555,1.143304,0.324770,-0.706910,0.514496,0.413387
317,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.470393,0.447416,-0.497494,0.473301,0.099228,-0.705951,-0.979111,1.026759,0.327514,0.274982,0.151580,-0.769768
318,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.199829,-0.852335,0.822008,-1.104907,1.023023,1.043386,0.189646,0.477566,0.860321,1.186576,-0.137088,-0.351178
319,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.409666,-1.058681,0.978135,-1.077630,0.701284,-1.176858,-0.489593,-0.464013,-0.581709,-0.253003,-0.919820,0.426576
320,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.562506,0.946800,0.901902,-0.692067,-0.099796,0.683702,1.184942,-0.083882,-0.563457,-0.448345,-0.593753,-0.896761
321,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287916,-0.159778,-0.104688,-0.673297,-0.417611,0.651154,-0.806169,0.512784,0.989088,-0.496557,-0.345607,0.949983
322,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362513,-0.806570,0.549107,-0.993630,-0.968985,0.729488,-0.848052,0.095782,-0.996159,-0.705100,0.623389,-0.764623
323,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.768909,-0.693453,0.467498,-1.096956,-0.787822,-0.384317,-0.282356,-0.119070,-0.514823,-0.315819,1.044870,-0.761450
324,collapsed,,0.000000,-0.029428,0.010000,0.673440,0.876098,0.768682,0.001371,0.674811,-0.376365,0.499733,0.197976,0.143362,-0.709401,0.913325,0.350320,0.701901,0.449320,-1.046998,-0.632444,-0.714796,1.037499,0.017184
325,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386503,0.389517,-0.865465,-0.743497,0.626430,1.168632,-0.747558,-0.996297,-0.922903,-1.007102,1.055331,-0.482086
326,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.523517,-0.546249,-0.883586,-1.173479,0.620764,-0.807137,-0.985834,-0.020942,1.018296,-1.102380,-0.213158,-0.217731
327,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.682042,-0.075146,0.002835,1.143211,-1.184995,-0.414381,0.173274,0.930060,1.192516,-0.212885,-1.107143,1.092258
328,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.149999,-0.002427,0.728218,-0.005121,0.614250,0.925140,0.623485,-0.016563,0.324659,-0.816811,0.268545,1.070395
329,nonchaotic,,0.000000,0.000178,0.047500,1.878091,0.253695,0.135081,-1.146296,0.731795,0.216171,0.469866,-1.130766,-0.642209,0.895181,0.215021,-0.280490,0.938168,0.900283,-0.468092,-0.277763,1.013168,-1.112326,0.923091
330,collapsed,,0.000000,-0.029048,0.003750,3.481592,1.381756,0.396875,-1.744386,1.737206,-1.004905,0.376852,-0.239495,-1.094558,0.134031,-0.892865,0.446124,0.852135,0.738947,-0.028525,-0.558519,-0.258997,-0.769487,0.454375
331,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528569,1.127334,1.152565,-0.293352,-0.632043,0.776695,1.158306,-1.191840,0.785053,0.535342,0.259779,-0.765377
332,collapsed,,0.000000,-0.129576,0.000000,0.000000,0.000000,0.000000,0.038345,0.038345,0.000657,0.000657,0.060252,-0.587867,0.194555,1.021307,0.489273,0.864558,0.043705,-1.111422,-0.155057,-0.866482,-0.276681,1.107272
333,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.703232,1.091093,-1.033696,-0.549753,-0.416387,-0.532502,0.122797,0.859545,1.107587,0.631684,-0.606270,-0.876367
334,collapsed,,0.000000,-0.091327,0.001250,0.233856,0.857576,0.272694,-0.227304,0.006552,-0.383739,0.473837,-0.163522,-0.716007,0.185368,-1.151348,-0.029973,-0.499098,0.311340,0.316973,-0.339021,-0.575529,-0.859277,-1.159554
335,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.151292,0.167829,-0.848603,0.531790,0.001304,-0.015331,0.762707,-0.274322,-0.371780,0.236369,0.472611,0.968106
336,collapsed,,0.000000,-0.122274,0.000000,0.000000,0.000000,0.000000,0.432031,0.432031,0.155256,0.155256,0.599006,-0.345611,-0.366062,-0.622781,0.640870,-0.292940,-0.015562,0.420444,0.133602,-1.120201,0.103385,0.967605
337,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.368316,-1.014224,-0.728889,-0.146929,-0.928262,-0.485940,-0.148801,-1.054508,1.152520,-0.274060,-0.119513,1.083334
338,nonchaotic,,0.000000,-0.000043,0.093125,1.178968,0.824356,0.699219,-0.153063,1.025905,-1.615409,-0.791053,0.510104,1.191632,-0.077355,0.148934,-0.573968,-0.839981,-0.607922,-0.845660,-0.826147,-0.685746,0.352111,0.136892
339,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.734388,0.836065,0.311083,-0.035606,-0.014918,0.636795,-0.371781,1.031003,0.305519,0.204213,-0.791569,0.794248
340,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.491824,-0.639703,-0.726447,0.240472,0.685151,-0.569394,-0.109781,1.019310,-0.746535,-0.911028,-0.924732,0.190126
341,collapsed,,0.000000,-0.608844,0.000000,0.000000,0.000000,0.000000,0.128152,0.128152,-1.163957,-1.163957,-0.515345,-0.986554,-0.995679,-0.738574,-0.188642,0.336979,-0.600464,-0.833087,0.132386,-0.614473,0.857805,0.330592
342,collapsed,,0.000000,-0.004750,0.000000,0.000286,0.000544,0.000000,0.434812,0.435097,-0.092147,-0.091603,0.324566,0.778232,-0.966212,0.275223,0.383135,0.104505,0.397920,-0.955944,-1.051606,-0.700395,-1.085513,-0.328236
343,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.747596,-0.000543,-1.189618,0.604386,-0.487411,0.682762,-0.167663,1.061686,-0.355744,0.242631,-0.808462,-0.053118
344,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.789997,-0.756736,1.097177,-0.826625,-0.539886,0.034073,1.044777,0.900169,-0.051936,0.546811,-0.533994,-0.007177
345,collapsed,,0.000000,-0.844143,0.000000,0.000000,0.000000,0.000000,0.273792,0.273792,-0.019916,-0.019916,0.206329,0.356818,-0.454929,-0.033713,-0.178522,0.334983,0.153032,-0.661292,0.059793,-1.011081,0.115301,1.032698
346,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.857232,-0.879869,0.989173,-0.265996,-0.495808,0.636410,-0.606319,-0.390971,0.217023,-0.336703,-0.909553,-0.218029
347,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.403398,-1.162516,-0.342058,-0.262567,0.941389,1.137830,-0.613187,-0.593169,0.360155,-0.854973,-1.185046,0.587600
348,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.671115,0.716366,0.940000,-0.857814,0.084829,-1.168749,0.877804,1.116290,-1.081871,1.025823,-0.921731,0.551919
349,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.129105,0.681921,0.566850,-0.147652,-0.506965,0.030723,-0.952046,-0.896062,0.591587,-0.015189,-0.923041,-0.314470
350,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.914838,0.776184,0.062906,0.795910,-0.777633,0.283005,-0.213112,-0.355322,-0.991397,0.277161,-0.930877,-0.179742
351,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.135660,-0.956780,0.126268,0.211175,-1.173117,-0.021584,-0.229484,0.901031,-1.123358,-0.696265,1.178261,1.095571
352,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.461867,-1.191231,0.160912,0.437020,1.198977,1.000941,-0.951626,0.346327,-1.070522,0.780746,0.504218,-0.201441
353,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.112367,1.129808,-0.115791,1.143008,-0.927016,-0.320624,-1.173881,-0.907826,-0.185813,0.457881,1.108442,-0.818423
354,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.719963,-0.840707,-0.366025,0.993091,-0.480718,1.042641,1.192159,-0.940706,0.895880,-0.772279,0.107818,-0.918153
355,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.952845,-0.356271,0.160278,-0.415827,0.000040,-0.700938,-0.863964,0.559341,-0.628461,-0.144711,0.400831,-0.434520
356,collapsed,,0.000000,-0.183879,0.001250,0.475803,0.487176,0.976656,-0.091146,0.384657,-0.206587,0.280589,0.143292,-0.425834,0.746560,0.670872,-0.895316,-0.029099,0.184437,-0.328212,-0.367958,-0.265659,-0.481670,-0.590718
357,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.148063,-0.478477,-0.718174,-0.302710,1.198183,-0.528953,-0.350045,0.379903,-0.514545,-0.924742,-1.065680,-0.327874
358,collapsed,,0.000000,-0.478341,0.000000,0.000000,0.000000,0.000000,-0.321634,-0.321634,-0.077871,-0.077871,-0.374368,0.132599,0.462341,0.444787,-0.549012,-1.045173,0.031632,0.025975,-1.034903,0.189575,0.038887,0.690986
359,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.247110,-0.139383,-0.479277,-1.067022,-0.350149,-0.819403,-0.890911,-0.877995,-1.154746,0.991679,0.124920,-1.130299
360,collapsed,,0.000000,-0.042713,0.000000,0.000000,0.000000,0.000000,-0.607723,-0.607723,-0.441650,-0.441650,-0.783261,0.412124,0.952571,0.877594,0.475136,0.248555,-0.455478,-0.381027,-0.598799,-0.757352,-0.597965,-0.294251
361,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.611206,-0.721274,0.333767,0.436679,-0.408479,0.949808,-0.407131,-0.260408,-0.824452,0.590773,0.727938,-1.140420
362,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.927278,-0.555202,0.113031,-1.069289,0.469921,-0.313853,-1.044409,0.678082,1.098265,-1.002793,-0.982949,-1.039024
363,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.199703,0.720115,0.433831,0.253447,-0.765791,-0.863426,-0.110743,-1.199307,0.626991,0.319226,-0.242816,-0.228540
364,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.107223,-1.098323,0.439651,0.998045,-0.159722,0.530319,-1.073490,0.567496,-0.887446,0.376959,-0.494943,-0.583610
365,collapsed,,0.000000,-0.120345,0.000000,0.000000,0.000000,0.000000,-0.097981,-0.097981,-1.714985,-1.714985,0.769460,0.581301,-0.334769,1.094944,0.607137,0.016990,-0.430499,0.046852,0.388432,0.625597,1.031599,0.129346
366,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.184251,-0.707311,-0.800169,0.446256,0.089982,1.176962,-0.747530,-0.809696,0.600573,0.906841,-0.384373,0.792585
367,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.688099,0.349533,1.155157,0.560823,-0.816591,-0.226444,1.033352,-0.461596,-1.093691,-0.993988,0.189575,0.987841
368,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.922571,0.798166,-0.661016,-0.280038,0.509644,0.895360,0.918351,0.431435,0.101650,0.872927,0.207103,0.899828
369,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048868,-0.016271,-0.926750,0.847529,-0.906419,0.039759,0.578087,-0.073708,0.947057,-0.419246,0.137393,-0.482582
370,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.125028,1.167058,-0.043708,-0.670448,0.332726,-1.039317,-0.119096,1.068465,1.128329,-0.945834,-1.166019,0.235449
371,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.377342,1.071071,0.682715,-0.992859,0.039647,-0.343673,0.324417,0.803439,-0.682301,-0.348447,0.419018,0.497657
372,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011005,0.839511,1.151745,-0.476901,-0.675197,-0.139836,0.315690,0.176542,-1.141613,-0.796296,1.095655,1.126650
373,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.903846,-1.112045,0.270330,0.974025,-0.542053,0.573779,-0.988488,-0.856095,-0.938750,0.385761,-0.919661,0.576600
374,collapsed,,0.000000,-0.041336,0.000000,0.000000,0.000000,0.000000,0.083920,0.083920,-0.382063,-0.382063,-0.430273,0.693499,0.385138,0.008610,-0.750740,1.142189,-0.546675,0.234301,0.877186,-0.678551,-0.511849,-0.538069
375,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.948523,0.615708,-0.538977,1.103953,0.361776,0.208372,0.402161,0.982529,0.365009,-0.653839,-0.497159,0.716368
376,collapsed,,0.000000,-1.264123,0.000000,0.000000,0.000000,0.000000,0.238017,0.238017,-0.080746,-0.080746,0.310754,0.032807,-0.675358,0.959161,0.344047,0.602531,-0.061749,-0.222346,0.409011,0.248832,-0.169592,0.282464
377,collapsed,,0.000000,-0.483393,0.000000,0.000000,0.000000,0.000000,1.143916,1.143916,-0.306332,-0.306332,0.792190,0.688778,-0.583686,-0.033547,-0.868935,0.529228,-1.051200,1.098649,-0.190730,-0.029897,1.044797,0.503667
378,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.419034,0.694902,0.065344,0.091958,0.720933,-0.325281,1.178522,0.402879,-1.117533,-0.612740,0.447049,0.308115
379,collapsed,,0.000000,-1.006059,0.000000,0.000000,0.000000,0.000000,0.239194,0.239194,-0.128383,-0.128383,0.295546,-0.624163,1.069426,-0.485196,-0.081000,0.391896,-0.194656,0.587168,-0.058114,0.210484,0.560098,0.456376
380,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.066898,1.175770,-0.132466,0.249515,-0.149966,-0.070137,0.518457,0.949257,-0.139168,-0.489683,-1.052517,-0.834016
381,collapsed,,0.000000,-0.091019,0.002500,0.984087,1.880791,0.523230,0.072877,1.056964,-0.939309,0.941482,0.683422,-0.863849,-0.278361,-0.174776,0.230707,0.728453,-0.309462,-1.093136,0.699928,-0.726154,-0.370310,1.053320
382,collapsed,,0.000000,-0.252899,0.001250,0.650528,0.075582,0.116186,-1.399917,-0.749389,-0.649216,-0.573634,-0.751848,0.978992,1.011122,-0.469390,0.500820,0.169052,-0.852726,-1.132851,-0.623118,0.131089,0.673879,0.364894
383,collapsed,,0.000000,-0.279869,0.001250,0.077829,1.048054,0.074260,0.410578,0.488407,-0.350131,0.697922,0.753101,-1.129542,0.736355,-0.929074,0.401763,0.124757,-0.360427,1.083505,-0.352680,-0.334417,-1.191345,1.133615
384,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.182398,-0.989340,1.083664,0.482516,-1.084402,0.547793,0.845161,-0.565820,-0.013161,0.160938,0.053082,0.489951
385,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.157166,0.053528,0.275310,0.657925,0.461449,0.953223,-0.540757,0.700025,0.403511,0.548569,-1.166255,0.845967
386,accepted,6,0.026596,0.146738,0.181250,2.838453,5.043388,0.562807,-2.669257,0.169196,-2.045610,2.997778,-0.011325,0.309681,0.054001,0.099475,0.537000,-0.360428,1.148363,0.902811,-0.138703,0.822964,1.040575,-0.174129
387,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581989,0.418695,0.828960,-0.938564,-0.058671,0.558124,-1.000573,0.078382,0.607139,-0.890524,0.393948,0.867959
388,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.151119,-0.488531,-0.125303,0.764294,-0.666012,-0.949695,0.243342,-0.268065,0.979200,-0.886312,0.998416,0.734159
389,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.597136,-0.834477,-0.097737,0.661797,0.613036,0.599374,-0.517448,0.591951,0.443255,0.010948,0.563773,-0.704462
390,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.272617,0.906638,-0.255874,-0.691766,-0.803747,0.963298,0.999107,0.973046,0.111395,-0.282569,-0.684873,-0.375992
391,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.850114,-0.103698,0.581130,0.139386,0.763865,0.656571,-0.590315,-0.687680,1.150100,-0.023761,-0.962717,-0.625962
392,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.266832,-0.167104,-0.519306,1.110330,-0.930537,1.105877,-0.421139,-0.795268,0.973782,1.101010,0.794244,-0.991717
393,collapsed,,0.000000,-0.107355,0.000000,0.000000,0.000000,0.000000,-0.420038,-0.420038,0.876517,0.876517,-0.216942,0.006200,0.156837,0.046932,-1.079257,0.956815,0.273327,-0.541402,0.050400,-0.891944,0.662352,-0.705550
394,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065904,1.080810,-0.670755,1.008792,-0.522231,0.694633,0.835860,0.585378,0.796243,-0.103110,-0.947891,1.062308
395,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.723863,-0.848707,1.071626,0.771682,0.812264,0.773751,0.337630,0.930030,-0.118817,0.566749,0.444098,1.016461
396,collapsed,,0.000000,-0.166941,0.001250,0.541845,0.222435,0.410514,-0.225941,0.315903,-0.767940,-0.545505,0.303203,-0.857377,-0.687651,-0.028823,0.781840,0.779160,-0.826861,0.449747,0.146178,1.150294,-0.074130,0.201779
397,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.967824,-0.905395,-0.807645,0.892908,-0.842067,-0.251438,0.815280,0.104360,-0.991658,0.307751,-0.578436,0.142605
398,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.481995,0.985470,1.004431,-1.076414,-1.124988,0.667391,0.339823,-0.437125,-0.873419,0.165674,-0.105647,0.936576
399,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.607634,0.758197,0.887667,-0.134886,1.157611,-0.290704,-1.173987,0.719755,0.987768,0.627453,-0.303329,0.422597
400,diverged,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.860292,-1.173487,-0.835835,1.184321,0.512116,-0.170105,0.217299,0.165098,-1.092065,-0.832189,-0.052073,0.240237
