gx,gy,x_center,y_center,first_hit,hits
16,115,-2.175,5.775,-1,0
17,115,-2.125,5.775,-1,0
18,115,-2.075,5.775,-1,0
19,115,-2.025,5.775,-1,0
20,115,-1.975,5.775,-1,0
21,115,-1.925,5.775,-1,0
22,115,-1.875,5.775,-1,0
23,115,-1.825,5.775,-1,0
24,115,-1.775,5.775,-1,0
25,115,-1.725,5.775,-1,0
26,115,-1.675,5.775,-1,0
27,115,-1.625,5.775,-1,0
28,115,-1.575,5.775,-1,0
29,115,-1.525,5.775,-1,0
30,115,-1.475,5.775,-1,0
31,115,-1.425,5.775,-1,0
32,115,-1.375,5.775,-1,0
33,115,-1.325,5.775,-1,0
34,115,-1.275,5.775,-1,0
35,115,-1.225,5.775,8204,10
36,115,-1.175,5.775,1602,20
37,115,-1.125,5.775,27606,9
38,115,-1.075,5.775,9884,11
39,115,-1.025,5.775,16139,9
40,115,-0.975,5.775,88,13
41,115,-0.925,5.775,2864,13
42,115,-0.875,5.775,2450,13
43,115,-0.825,5.775,-1,0
44,115,-0.775,5.775,-1,0
45,115,-0.725,5.775,-1,0
46,115,-0.675,5.775,-1,0
47,115,-0.625,5.775,1307,1
48,115,-0.575,5.775,83513,2
49,115,-0.525,5.775,11003,6
50,115,-0.475,5.775,23509,6
51,115,-0.425,5.775,188,2
52,115,-0.375,5.775,22985,2
53,115,-0.325,5.775,5673,1
54,115,-0.275,5.775,2059,2
55,115,-0.225,5.775,10380,4
56,115,-0.175,5.775,27216,4
57,115,-0.125,5.775,11854,8
58,115,-0.075,5.775,35985,4
59,115,-0.025,5.775,2339,5
60,115,0.025,5.775,28689,5
61,115,0.075,5.775,8623,5
62,115,0.125,5.775,8124,7
63,115,0.175,5.775,43240,3
64,115,0.225,5.775,671,7
65,115,0.275,5.775,784,8
66,115,0.325,5.775,-1,0
67,115,0.375,5.775,-1,0
68,115,0.425,5.775,1322,37
69,115,0.475,5.775,-1,0
70,115,0.525,5.775,24845,2
71,115,0.575,5.775,3797,7
72,115,0.625,5.775,280,6
73,115,0.675,5.775,1830,6
74,115,0.725,5.775,2320,5
75,115,0.775,5.775,65126,2
76,115,0.825,5.775,20659,9
77,115,0.875,5.775,30018,9
78,115,0.925,5.775,23898,5
79,115,0.975,5.775,59693,2
80,115,1.025,5.775,31341,4
81,115,1.075,5.775,7096,8
82,115,1.125,5.775,35706,5
83,115,1.175,5.775,22883,8
84,115,1.225,5.775,7118,9
85,115,1.275,5.775,1846,13
86,115,1.325,5.775,3879,9
87,115,1.375,5.775,17714,8
88,115,1.425,5.775,16987,5
89,115,1.475,5.775,-1,0
90,115,1.525,5.775,-1,0
91,115,1.575,5.775,-1,0
92,115,1.625,5.775,-1,0
93,115,1.675,5.775,-1,0
94,115,1.725,5.775,578,14
95,115,1.775,5.775,3162,26
96,115,1.825,5.775,2846,25
97,115,1.875,5.775,1823,25
98,115,1.925,5.775,568,20
99,115,1.975,5.775,-1,0
100,115,2.025,5.775,-1,0
101,115,2.075,5.775,-1,0
102,115,2.125,5.775,-1,0
103,115,2.175,5.775,-1,0
104,115,2.225,5.775,-1,0
105,115,2.275,5.775,-1,0
106,115,2.325,5.775,-1,0
107,115,2.375,5.775,-1,0
108,115,2.425,5.775,-1,0
109,115,2.475,5.775,-1,0
110,115,2.525,5.775,-1,0
111,115,2.575,5.775,-1,0
112,115,2.625,5.775,-1,0
113,115,2.675,5.775,-1,0
114,115,2.725,5.775,-1,0
115,115,2.775,5.775,-1,0
116,115,2.825,5.775,-1,0
117,115,2.875,5.775,-1,0
118,115,2.925,5.775,-1,0
119,115,2.975,5.775,-1,0
0,116,-2.975,5.825,-1,0
1,116,-2.925,5.825,-1,0
2,116,-2.875,5.825,-1,0
3,116,-2.825,5.825,-1,0
4,116,-2.775,5.825,-1,0
5,116,-2.725,5.825,-1,0
6,116,-2.675,5.825,-1,0
7,116,-2.625,5.825,-1,0
8,116,-2.575,5.825,-1,0
9,116,-2.525,5.825,-1,0
10,116,-2.475,5.825,-1,0
11,116,-2.425,5.825,-1,0
12,116,-2.375,5.825,-1,0
13,116,-2.325,5.825,-1,0
14,116,-2.275,5.825,-1,0
15,116,-2.225,5.825,-1,0
16,116,-2.175,5.825,-1,0
17,116,-2.125,5.825,-1,0
18,116,-2.075,5.825,-1,0
19,116,-2.025,5.825,-1,0
20,116,-1.975,5.825,-1,0
21,116,-1.925,5.825,-1,0
22,116,-1.875,5.825,-1,0
23,116,-1.825,5.825,-1,0
24,116,-1.775,5.825,-1,0
25,116,-1.725,5.825,-1,0
26,116,-1.675,5.825,-1,0
27,116,-1.625,5.825,-1,0
28,116,-1.575,5.825,-1,0
29,116,-1.525,5.825,-1,0
30,116,-1.475,5.825,-1,0
31,116,-1.425,5.825,-1,0
32,116,-1.375,5.825,-1,0
33,116,-1.325,5.825,-1,0
34,116,-1.275,5.825,-1,0
35,116,-1.225,5.825,143,18
36,116,-1.175,5.825,2574,15
37,116,-1.125,5.825,3001,9
38,116,-1.075,5.825,11033,12
39,116,-1.025,5.825,797,12
40,116,-0.975,5.825,3324,16
41,116,-0.925,5.825,3426,12
42,116,-0.875,5.825,11087,6
43,116,-0.825,5.825,-1,0
44,116,-0.775,5.825,-1,0
45,116,-0.725,5.825,-1,0
46,116,-0.675,5.825,35749,4
47,116,-0.625,5.825,31681,13
48,116,-0.575,5.825,33879,11
49,116,-0.525,5.825,1696,8
50,116,-0.475,5.825,14933,7
51,116,-0.425,5.825,3649,5
52,116,-0.375,5.825,13519,2
53,116,-0.325,5.825,31153,3
54,116,-0.275,5.825,16709,15
55,116,-0.225,5.825,28496,2
56,116,-0.175,5.825,35688,4
57,116,-0.125,5.825,33567,2
58,116,-0.075,5.825,11512,2
59,116,-0.025,5.825,43952,4
60,116,0.025,5.825,16876,10
61,116,0.075,5.825,13357,8
62,116,0.125,5.825,543,7
63,116,0.175,5.825,9496,7
64,116,0.225,5.825,2076,18
65,116,0.275,5.825,17444,3
66,116,0.325,5.825,-1,0
67,116,0.375,5.825,-1,0
68,116,0.425,5.825,1270,17
69,116,0.475,5.825,1285,18
70,116,0.525,5.825,-1,0
71,116,0.575,5.825,43270,3
72,116,0.625,5.825,3708,4
73,116,0.675,5.825,7348,12
74,116,0.725,5.825,7039,7
75,116,0.775,5.825,45322,5
76,116,0.825,5.825,27560,5
77,116,0.875,5.825,4576,12
78,116,0.925,5.825,20147,2
79,116,0.975,5.825,33923,5
80,116,1.025,5.825,42848,5
81,116,1.075,5.825,4623,5
82,116,1.125,5.825,17683,5
83,116,1.175,5.825,10199,8
84,116,1.225,5.825,74471,1
85,116,1.275,5.825,25696,3
86,116,1.325,5.825,-1,0
87,116,1.375,5.825,16254,6
88,116,1.425,5.825,2497,10
89,116,1.475,5.825,211,11
90,116,1.525,5.825,25595,10
91,116,1.575,5.825,-1,0
92,116,1.625,5.825,-1,0
93,116,1.675,5.825,-1,0
94,116,1.725,5.825,-1,0
95,116,1.775,5.825,530,26
96,116,1.825,5.825,3787,33
97,116,1.875,5.825,2148,23
98,116,1.925,5.825,6177,23
99,116,1.975,5.825,-1,0
100,116,2.025,5.825,-1,0
101,116,2.075,5.825,-1,0
102,116,2.125,5.825,-1,0
103,116,2.175,5.825,-1,0
104,116,2.225,5.825,-1,0
105,116,2.275,5.825,-1,0
106,116,2.325,5.825,-1,0
107,116,2.375,5.825,-1,0
108,116,2.425,5.825,-1,0
109,116,2.475,5.825,-1,0
110,116,2.525,5.825,-1,0
111,116,2.575,5.825,-1,0
112,116,2.625,5.825,-1,0
113,116,2.675,5.825,-1,0
114,116,2.725,5.825,-1,0
115,116,2.775,5.825,-1,0
116,116,2.825,5.825,-1,0
117,116,2.875,5.825,-1,0
118,116,2.925,5.825,-1,0
119,116,2.975,5.825,-1,0
0,117,-2.975,5.875,-1,0
1,117,-2.925,5.875,-1,0
2,117,-2.875,5.875,-1,0
3,117,-2.825,5.875,-1,0
4,117,-2.775,5.875,-1,0
5,117,-2.725,5.875,-1,0
6,117,-2.675,5.875,-1,0
7,117,-2.625,5.875,-1,0
8,117,-2.575,5.875,-1,0
9,117,-2.525,5.875,-1,0
10,117,-2.475,5.875,-1,0
11,117,-2.425,5.875,-1,0
12,117,-2.375,5.875,-1,0
13,117,-2.325,5.875,-1,0
14,117,-2.275,5.875,-1,0
15,117,-2.225,5.875,-1,0
16,117,-2.175,5.875,-1,0
17,117,-2.125,5.875,-1,0
18,117,-2.075,5.875,-1,0
19,117,-2.025,5.875,-1,0
20,117,-1.975,5.875,-1,0
21,117,-1.925,5.875,-1,0
22,117,-1.875,5.875,-1,0
23,117,-1.825,5.875,-1,0
24,117,-1.775,5.875,-1,0
25,117,-1.725,5.875,-1,0
26,117,-1.675,5.875,-1,0
27,117,-1.625,5.875,-1,0
28,117,-1.575,5.875,-1,0
29,117,-1.525,5.875,-1,0
30,117,-1.475,5.875,-1,0
31,117,-1.425,5.875,-1,0
32,117,-1.375,5.875,-1,0
33,117,-1.325,5.875,-1,0
34,117,-1.275,5.875,-1,0
35,117,-1.225,5.875,8348,19
36,117,-1.175,5.875,1160,22
37,117,-1.125,5.875,3130,14
38,117,-1.075,5.875,4179,15
39,117,-1.025,5.875,3673,25
40,117,-0.975,5.875,17865,13
41,117,-0.925,5.875,7616,6
42,117,-0.875,5.875,-1,0
43,117,-0.825,5.875,-1,0
44,117,-0.775,5.875,-1,0
45,117,-0.725,5.875,17709,5
46,117,-0.675,5.875,17527,12
47,117,-0.625,5.875,7727,10
48,117,-0.575,5.875,830,13
49,117,-0.525,5.875,8802,7
50,117,-0.475,5.875,4380,13
51,117,-0.425,5.875,1222,6
52,117,-0.375,5.875,5898,4
53,117,-0.325,5.875,251,11
54,117,-0.275,5.875,14138,5
55,117,-0.225,5.875,-1,0
56,117,-0.175,5.875,24779,8
57,117,-0.125,5.875,17146,4
58,117,-0.075,5.875,15729,6
59,117,-0.025,5.875,21414,4
60,117,0.025,5.875,17809,14
61,117,0.075,5.875,8564,11
62,117,0.125,5.875,77182,1
63,117,0.175,5.875,50,9
64,117,0.225,5.875,4738,20
65,117,0.275,5.875,-1,0
66,117,0.325,5.875,-1,0
67,117,0.375,5.875,-1,0
68,117,0.425,5.875,-1,0
69,117,0.475,5.875,1138,51
70,117,0.525,5.875,-1,0
71,117,0.575,5.875,-1,0
72,117,0.625,5.875,18287,4
73,117,0.675,5.875,14720,10
74,117,0.725,5.875,22954,4
75,117,0.775,5.875,3091,3
76,117,0.825,5.875,6104,6
77,117,0.875,5.875,3339,14
78,117,0.925,5.875,15414,11
79,117,0.975,5.875,87627,1
80,117,1.025,5.875,15395,7
81,117,1.075,5.875,9527,9
82,117,1.125,5.875,18519,4
83,117,1.175,5.875,8086,4
84,117,1.225,5.875,2476,13
85,117,1.275,5.875,4304,8
86,117,1.325,5.875,33287,4
87,117,1.375,5.875,3142,15
88,117,1.425,5.875,297,19
89,117,1.475,5.875,2870,8
90,117,1.525,5.875,899,18
91,117,1.575,5.875,33498,7
92,117,1.625,5.875,-1,0
93,117,1.675,5.875,-1,0
94,117,1.725,5.875,-1,0
95,117,1.775,5.875,-1,0
96,117,1.825,5.875,5415,17
97,117,1.875,5.875,655,40
98,117,1.925,5.875,4453,45
99,117,1.975,5.875,12154,4
100,117,2.025,5.875,-1,0
101,117,2.075,5.875,-1,0
102,117,2.125,5.875,-1,0
103,117,2.175,5.875,-1,0
104,117,2.225,5.875,-1,0
105,117,2.275,5.875,-1,0
106,117,2.325,5.875,-1,0
107,117,2.375,5.875,-1,0
108,117,2.425,5.875,-1,0
109,117,2.475,5.875,-1,0
110,117,2.525,5.875,-1,0
111,117,2.575,5.875,-1,0
112,117,2.625,5.875,-1,0
113,117,2.675,5.875,-1,0
114,117,2.725,5.875,-1,0
115,117,2.775,5.875,-1,0
116,117,2.825,5.875,-1,0
117,117,2.875,5.875,-1,0
118,117,2.925,5.875,-1,0
119,117,2.975,5.875,-1,0
0,118,-2.975,5.925,-1,0
1,118,-2.925,5.925,-1,0
2,118,-2.875,5.925,-1,0
3,118,-2.825,5.925,-1,0
4,118,-2.775,5.925,-1,0
5,118,-2.725,5.925,-1,0
6,118,-2.675,5.925,-1,0
7,118,-2.625,5.925,-1,0
8,118,-2.575,5.925,-1,0
9,118,-2.525,5.925,-1,0
10,118,-2.475,5.925,-1,0
11,118,-2.425,5.925,-1,0
12,118,-2.375,5.925,-1,0
13,118,-2.325,5.925,-1,0
14,118,-2.275,5.925,-1,0
15,118,-2.225,5.925,-1,0
16,118,-2.175,5.925,-1,0
17,118,-2.125,5.925,-1,0
18,118,-2.075,5.925,-1,0
19,118,-2.025,5.925,-1,0
20,118,-1.975,5.925,-1,0
21,118,-1.925,5.925,-1,0
22,118,-1.875,5.925,-1,0
23,118,-1.825,5.925,-1,0
24,118,-1.775,5.925,-1,0
25,118,-1.725,5.925,-1,0
26,118,-1.675,5.925,-1,0
27,118,-1.625,5.925,-1,0
28,118,-1.575,5.925,-1,0
29,118,-1.525,5.925,-1,0
30,118,-1.475,5.925,-1,0
31,118,-1.425,5.925,-1,0
32,118,-1.375,5.925,-1,0
33,118,-1.325,5.925,-1,0
34,118,-1.275,5.925,-1,0
35,118,-1.225,5.925,5440,17
36,118,-1.175,5.925,18202,13
37,118,-1.125,5.925,10764,10
38,118,-1.075,5.925,15424,17
39,118,-1.025,5.925,406,18
40,118,-0.975,5.925,1967,14
41,118,-0.925,5.925,-1,0
42,118,-0.875,5.925,-1,0
43,118,-0.825,5.925,-1,0
44,118,-0.775,5.925,-1,0
45,118,-0.725,5.925,5281,16
46,118,-0.675,5.925,79760,1
47,118,-0.625,5.925,15496,5
48,118,-0.575,5.925,20744,12
49,118,-0.525,5.925,1672,5
50,118,-0.475,5.925,7631,7
51,118,-0.425,5.925,60011,3
52,118,-0.375,5.925,77846,1
53,118,-0.325,5.925,2023,4
54,118,-0.275,5.925,22573,5
55,118,-0.225,5.925,6673,6
56,118,-0.175,5.925,17275,7
57,118,-0.125,5.925,36186,2
58,118,-0.075,5.925,678,10
59,118,-0.025,5.925,10857,5
60,118,0.025,5.925,18368,6
61,118,0.075,5.925,16149,3
62,118,0.125,5.925,-1,0
63,118,0.175,5.925,444,24
64,118,0.225,5.925,84050,1
65,118,0.275,5.925,-1,0
66,118,0.325,5.925,-1,0
67,118,0.375,5.925,-1,0
68,118,0.425,5.925,-1,0
69,118,0.475,5.925,9217,13
70,118,0.525,5.925,-1,0
71,118,0.575,5.925,-1,0
72,118,0.625,5.925,-1,0
73,118,0.675,5.925,29875,5
74,118,0.725,5.925,1489,15
75,118,0.775,5.925,2298,2
76,118,0.825,5.925,7737,8
77,118,0.875,5.925,1449,10
78,118,0.925,5.925,7716,7
79,118,0.975,5.925,1182,12
80,118,1.025,5.925,2665,9
81,118,1.075,5.925,5324,14
82,118,1.125,5.925,20617,4
83,118,1.175,5.925,15040,7
84,118,1.225,5.925,32651,2
85,118,1.275,5.925,122,18
86,118,1.325,5.925,789,4
87,118,1.375,5.925,2948,5
88,118,1.425,5.925,4013,8
89,118,1.475,5.925,194,8
90,118,1.525,5.925,3316,7
91,118,1.575,5.925,2255,5
92,118,1.625,5.925,-1,0
93,118,1.675,5.925,-1,0
94,118,1.725,5.925,-1,0
95,118,1.775,5.925,-1,0
96,118,1.825,5.925,-1,0
97,118,1.875,5.925,723,39
98,118,1.925,5.925,1199,63
99,118,1.975,5.925,7261,17
100,118,2.025,5.925,-1,0
101,118,2.075,5.925,-1,0
102,118,2.125,5.925,-1,0
103,118,2.175,5.925,-1,0
104,118,2.225,5.925,-1,0
105,118,2.275,5.925,-1,0
106,118,2.325,5.925,-1,0
107,118,2.375,5.925,-1,0
108,118,2.425,5.925,-1,0
109,118,2.475,5.925,-1,0
110,118,2.525,5.925,-1,0
111,118,2.575,5.925,-1,0
112,118,2.625,5.925,-1,0
113,118,2.675,5.925,-1,0
114,118,2.725,5.925,-1,0
115,118,2.775,5.925,-1,0
116,118,2.825,5.925,-1,0
117,118,2.875,5.925,-1,0
118,118,2.925,5.925,-1,0
119,118,2.975,5.925,-1,0
0,119,-2.975,5.975,-1,0
1,119,-2.925,5.975,-1,0
2,119,-2.875,5.975,-1,0
3,119,-2.825,5.975,-1,0
4,119,-2.775,5.975,-1,0
5,119,-2.725,5.975,-1,0
6,119,-2.675,5.975,-1,0
7,119,-2.625,5.975,-1,0
8,119,-2.575,5.975,-1,0
9,119,-2.525,5.975,-1,0
10,119,-2.475,5.975,-1,0
11,119,-2.425,5.975,-1,0
12,119,-2.375,5.975,-1,0
13,119,-2.325,5.975,-1,0
14,119,-2.275,5.975,-1,0
15,119,-2.225,5.975,-1,0
16,119,-2.175,5.975,-1,0
17,119,-2.125,5.975,-1,0
18,119,-2.075,5.975,-1,0
19,119,-2.025,5.975,-1,0
20,119,-1.975,5.975,-1,0
21,119,-1.925,5.975,-1,0
22,119,-1.875,5.975,-1,0
23,119,-1.825,5.975,-1,0
24,119,-1.775,5.975,-1,0
25,119,-1.725,5.975,-1,0
26,119,-1.675,5.975,-1,0
27,119,-1.625,5.975,-1,0
28,119,-1.575,5.975,-1,0
29,119,-1.525,5.975,-1,0
30,119,-1.475,5.975,-1,0
31,119,-1.425,5.975,-1,0
32,119,-1.375,5.975,-1,0
33,119,-1.325,5.975,-1,0
34,119,-1.275,5.975,-1,0
35,119,-1.225,5.975,5652,18
36,119,-1.175,5.975,3923,20
37,119,-1.125,5.975,14831,12
38,119,-1.075,5.975,8771,19
39,119,-1.025,5.975,2739,19
40,119,-0.975,5.975,-1,0
41,119,-0.925,5.975,-1,0
42,119,-0.875,5.975,-1,0
43,119,-0.825,5.975,-1,0
44,119,-0.775,5.975,-1,0
45,119,-0.725,5.975,81940,1
46,119,-0.675,5.975,4547,9
47,119,-0.625,5.975,3565,6
48,119,-0.575,5.975,29554,5
49,119,-0.525,5.975,6677,2
50,119,-0.475,5.975,9143,6
51,119,-0.425,5.975,1242,6
52,119,-0.375,5.975,10896,14
53,119,-0.325,5.975,29741,3
54,119,-0.275,5.975,20602,4
55,119,-0.225,5.975,241,4
56,119,-0.175,5.975,28940,6
57,119,-0.125,5.975,1376,10
58,119,-0.075,5.975,12568,7
59,119,-0.025,5.975,29705,2
60,119,0.025,5.975,12500,14
61,119,0.075,5.975,55436,2
62,119,0.125,5.975,-1,0
63,119,0.175,5.975,-1,0
64,119,0.225,5.975,-1,0
65,119,0.275,5.975,-1,0
66,119,0.325,5.975,-1,0
67,119,0.375,5.975,-1,0
68,119,0.425,5.975,12065,10
69,119,0.475,5.975,9682,5
70,119,0.525,5.975,-1,0
71,119,0.575,5.975,-1,0
72,119,0.625,5.975,-1,0
73,119,0.675,5.975,-1,0
74,119,0.725,5.975,6987,6
75,119,0.775,5.975,4758,16
76,119,0.825,5.975,41967,3
77,119,0.875,5.975,14553,9
78,119,0.925,5.975,4405,8
79,119,0.975,5.975,3295,8
80,119,1.025,5.975,48372,2
81,119,1.075,5.975,13040,12
82,119,1.125,5.975,24644,4
83,119,1.175,5.975,608,18
84,119,1.225,5.975,8697,12
85,119,1.275,5.975,6127,5
86,119,1.325,5.975,15124,9
87,119,1.375,5.975,37467,8
88,119,1.425,5.975,18330,6
89,119,1.475,5.975,36,13
90,119,1.525,5.975,2857,10
91,119,1.575,5.975,5338,11
92,119,1.625,5.975,7166,22
93,119,1.675,5.975,-1,0
94,119,1.725,5.975,-1,0
95,119,1.775,5.975,-1,0
96,119,1.825,5.975,-1,0
97,119,1.875,5.975,71085,2
98,119,1.925,5.975,16,95
99,119,1.975,5.975,2408,31
100,119,2.025,5.975,-1,0
101,119,2.075,5.975,-1,0
102,119,2.125,5.975,-1,0
103,119,2.175,5.975,-1,0
104,119,2.225,5.975,-1,0
105,119,2.275,5.975,-1,0
106,119,2.325,5.975,-1,0
107,119,2.375,5.975,-1,0
108,119,2.425,5.975,-1,0
109,119,2.475,5.975,-1,0
110,119,2.525,5.975,-1,0
111,119,2.575,5.975,-1,0
112,119,2.625,5.975,-1,0
113,119,2.675,5.975,-1,0
114,119,2.725,5.975,-1,0
115,119,2.775,5.975,-1,0
116,119,2.825,5.975,-1,0
117,119,2.875,5.975,-1,0
118,119,2.925,5.975,-1,0
119,119,2.975,5.975,-1,0
0,120,-2.975,6.025,-1,0
1,120,-2.925,6.025,-1,0
2,120,-2.875,6.025,-1,0
3,120,-2.825,6.025,-1,0
4,120,-2.775,6.025,-1,0
5,120,-2.725,6.025,-1,0
6,120,-2.675,6.025,-1,0
7,120,-2.625,6.025,-1,0
8,120,-2.575,6.025,-1,0
9,120,-2.525,6.025,-1,0
10,120,-2.475,6.025,-1,0
11,120,-2.425,6.025,-1,0
12,120,-2.375,6.025,-1,0
13,120,-2.325,6.025,-1,0
14,120,-2.275,6.025,-1,0
15,120,-2.225,6.025,-1,0
16,120,-2.175,6.025,-1,0
17,120,-2.125,6.025,-1,0
18,120,-2.075,6.025,-1,0
19,120,-2.025,6.025,-1,0
20,120,-1.975,6.025,-1,0
21,120,-1.925,6.025,-1,0
22,120,-1.875,6.025,-1,0
23,120,-1.825,6.025,-1,0
24,120,-1.775,6.025,-1,0
25,120,-1.725,6.025,-1,0
26,120,-1.675,6.025,-1,0
27,120,-1.625,6.025,-1,0
28,120,-1.575,6.025,-1,0
29,120,-1.525,6.025,-1,0
30,120,-1.475,6.025,-1,0
31,120,-1.425,6.025,-1,0
32,120,-1.375,6.025,-1,0
33,120,-1.325,6.025,-1,0
34,120,-1.275,6.025,-1,0
35,120,-1.225,6.025,7367,24
36,120,-1.175,6.025,594,31
37,120,-1.125,6.025,134,21
38,120,-1.075,6.025,2595,41
39,120,-1.025,6.025,12165,6
40,120,-0.975,6.025,-1,0
41,120,-0.925,6.025,-1,0
42,120,-0.875,6.025,-1,0
43,120,-0.825,6.025,-1,0
44,120,-0.775,6.025,-1,0
45,120,-0.725,6.025,15492,6
46,120,-0.675,6.025,8011,12
47,120,-0.625,6.025,774,14
48,120,-0.575,6.025,3561,12
49,120,-0.525,6.025,980,10
50,120,-0.475,6.025,22755,8
51,120,-0.425,6.025,1389,11
52,120,-0.375,6.025,13666,6
53,120,-0.325,6.025,24186,3
54,120,-0.275,6.025,7305,6
55,120,-0.225,6.025,8843,5
56,120,-0.175,6.025,15711,8
57,120,-0.125,6.025,2417,9
58,120,-0.075,6.025,370,8
59,120,-0.025,6.025,-1,0
60,120,0.025,6.025,3938,22
61,120,0.075,6.025,25580,2
62,120,0.125,6.025,-1,0
63,120,0.175,6.025,-1,0
64,120,0.225,6.025,-1,0
65,120,0.275,6.025,-1,0
66,120,0.325,6.025,-1,0
67,120,0.375,6.025,3121,12
68,120,0.425,6.025,16028,3
69,120,0.475,6.025,4102,6
70,120,0.525,6.025,22347,2
71,120,0.575,6.025,-1,0
72,120,0.625,6.025,-1,0
73,120,0.675,6.025,-1,0
74,120,0.725,6.025,-1,0
75,120,0.775,6.025,11025,4
76,120,0.825,6.025,7487,11
77,120,0.875,6.025,85520,1
78,120,0.925,6.025,996,15
79,120,0.975,6.025,4775,8
80,120,1.025,6.025,75,6
81,120,1.075,6.025,4262,13
82,120,1.125,6.025,7812,7
83,120,1.175,6.025,1519,9
84,120,1.225,6.025,31222,5
85,120,1.275,6.025,274,5
86,120,1.325,6.025,15365,6
87,120,1.375,6.025,20315,4
88,120,1.425,6.025,6881,10
89,120,1.475,6.025,67588,2
90,120,1.525,6.025,12488,6
91,120,1.575,6.025,14913,8
92,120,1.625,6.025,22186,3
93,120,1.675,6.025,-1,0
94,120,1.725,6.025,-1,0
95,120,1.775,6.025,-1,0
96,120,1.825,6.025,-1,0
97,120,1.875,6.025,-1,0
98,120,1.925,6.025,1114,73
99,120,1.975,6.025,112,18
100,120,2.025,6.025,-1,0
101,120,2.075,6.025,-1,0
102,120,2.125,6.025,-1,0
103,120,2.175,6.025,-1,0
104,120,2.225,6.025,-1,0
105,120,2.275,6.025,-1,0
106,120,2.325,6.025,-1,0
107,120,2.375,6.025,-1,0
108,120,2.425,6.025,-1,0
109,120,2.475,6.025,-1,0
110,120,2.525,6.025,-1,0
111,120,2.575,6.025,-1,0
112,120,2.625,6.025,-1,0
113,120,2.675,6.025,-1,0
114,120,2.725,6.025,-1,0
115,120,2.775,6.025,-1,0
116,120,2.825,6.025,-1,0
117,120,2.875,6.025,-1,0
118,120,2.925,6.025,-1,0
119,120,2.975,6.025,-1,0
0,121,-2.975,6.075,-1,0
1,121,-2.925,6.075,-1,0
2,121,-2.875,6.075,-1,0
3,121,-2.825,6.075,-1,0
4,121,-2.775,6.075,-1,0
5,121,-2.725,6.075,-1,0
6,121,-2.675,6.075,-1,0
7,121,-2.625,6.075,-1,0
8,121,-2.575,6.075,-1,0
9,121,-2.525,6.075,-1,0
10,121,-2.475,6.075,-1,0
11,121,-2.425,6.075,-1,0
12,121,-2.375,6.075,-1,0
13,121,-2.325,6.075,-1,0
14,121,-2.275,6.075,-1,0
15,121,-2.225,6.075,-1,0
16,121,-2.175,6.075,-1,0
17,121,-2.125,6.075,-1,0
18,121,-2.075,6.075,-1,0
19,121,-2.025,6.075,-1,0
20,121,-1.975,6.075,-1,0
21,121,-1.925,6.075,-1,0
22,121,-1.875,6.075,-1,0
23,121,-1.825,6.075,-1,0
24,121,-1.775,6.075,-1,0
25,121,-1.725,6.075,-1,0
26,121,-1.675,6.075,-1,0
27,121,-1.625,6.075,-1,0
28,121,-1.575,6.075,-1,0
29,121,-1.525,6.075,-1,0
30,121,-1.475,6.075,-1,0
31,121,-1.425,6.075,-1,0
32,121,-1.375,6.075,-1,0
33,121,-1.325,6.075,-1,0
34,121,-1.275,6.075,-1,0
35,121,-1.225,6.075,8338,21
36,121,-1.175,6.075,64,33
37,121,-1.125,6.075,1882,35
38,121,-1.075,6.075,8550,15
39,121,-1.025,6.075,-1,0
40,121,-0.975,6.075,-1,0
41,121,-0.925,6.075,-1,0
42,121,-0.875,6.075,-1,0
43,121,-0.825,6.075,-1,0
44,121,-0.775,6.075,6253,14
45,121,-0.725,6.075,8555,16
46,121,-0.675,6.075,19314,7
47,121,-0.625,6.075,28008,4
48,121,-0.575,6.075,40186,3
49,121,-0.525,6.075,27869,8
50,121,-0.475,6.075,9686,4
51,121,-0.425,6.075,1274,9
52,121,-0.375,6.075,3365,2
53,121,-0.325,6.075,6587,8
54,121,-0.275,6.075,15824,14
55,121,-0.225,6.075,452,11
56,121,-0.175,6.075,14608,4
57,121,-0.125,6.075,2630,14
58,121,-0.075,6.075,1174,11
59,121,-0.025,6.075,976,10
60,121,0.025,6.075,22128,6
61,121,0.075,6.075,22530,5
62,121,0.125,6.075,3805,2
63,121,0.175,6.075,84417,1
64,121,0.225,6.075,-1,0
65,121,0.275,6.075,-1,0
66,121,0.325,6.075,19976,8
67,121,0.375,6.075,33950,3
68,121,0.425,6.075,416,4
69,121,0.475,6.075,42005,2
70,121,0.525,6.075,460,19
71,121,0.575,6.075,-1,0
72,121,0.625,6.075,-1,0
73,121,0.675,6.075,-1,0
74,121,0.725,6.075,-1,0
75,121,0.775,6.075,-1,0
76,121,0.825,6.075,21329,5
77,121,0.875,6.075,16621,6
78,121,0.925,6.075,6289,3
79,121,0.975,6.075,1083,24
80,121,1.025,6.075,11128,7
81,121,1.075,6.075,1336,22
82,121,1.125,6.075,5160,10
83,121,1.175,6.075,30582,5
84,121,1.225,6.075,6221,18
85,121,1.275,6.075,26016,9
86,121,1.325,6.075,4663,11
87,121,1.375,6.075,18498,10
88,121,1.425,6.075,39768,7
89,121,1.475,6.075,8881,7
90,121,1.525,6.075,22143,6
91,121,1.575,6.075,3251,9
92,121,1.625,6.075,8961,19
93,121,1.675,6.075,2603,21
94,121,1.725,6.075,81996,2
95,121,1.775,6.075,-1,0
96,121,1.825,6.075,-1,0
