gx,gy,x_center,y_center,first_hit,hits
94,20,1.725,1.025,-1,0
95,20,1.775,1.025,-1,0
96,20,1.825,1.025,-1,0
97,20,1.875,1.025,-1,0
98,20,1.925,1.025,-1,0
99,20,1.975,1.025,-1,0
100,20,2.025,1.025,-1,0
101,20,2.075,1.025,-1,0
102,20,2.125,1.025,-1,0
103,20,2.175,1.025,-1,0
104,20,2.225,1.025,-1,0
105,20,2.275,1.025,-1,0
106,20,2.325,1.025,-1,0
107,20,2.375,1.025,-1,0
108,20,2.425,1.025,-1,0
109,20,2.475,1.025,-1,0
110,20,2.525,1.025,-1,0
111,20,2.575,1.025,-1,0
112,20,2.625,1.025,-1,0
113,20,2.675,1.025,-1,0
114,20,2.725,1.025,-1,0
115,20,2.775,1.025,-1,0
116,20,2.825,1.025,-1,0
117,20,2.875,1.025,-1,0
118,20,2.925,1.025,-1,0
119,20,2.975,1.025,-1,0
0,21,-2.975,1.075,-1,0
1,21,-2.925,1.075,-1,0
2,21,-2.875,1.075,-1,0
3,21,-2.825,1.075,-1,0
4,21,-2.775,1.075,-1,0
5,21,-2.725,1.075,-1,0
6,21,-2.675,1.075,-1,0
7,21,-2.625,1.075,-1,0
8,21,-2.575,1.075,-1,0
9,21,-2.525,1.075,-1,0
10,21,-2.475,1.075,-1,0
11,21,-2.425,1.075,-1,0
12,21,-2.375,1.075,-1,0
13,21,-2.325,1.075,-1,0
14,21,-2.275,1.075,-1,0
15,21,-2.225,1.075,-1,0
16,21,-2.175,1.075,-1,0
17,21,-2.125,1.075,-1,0
18,21,-2.075,1.075,-1,0
19,21,-2.025,1.075,-1,0
20,21,-1.975,1.075,-1,0
21,21,-1.925,1.075,-1,0
22,21,-1.875,1.075,-1,0
23,21,-1.825,1.075,-1,0
24,21,-1.775,1.075,-1,0
25,21,-1.725,1.075,-1,0
26,21,-1.675,1.075,-1,0
27,21,-1.625,1.075,-1,0
28,21,-1.575,1.075,-1,0
29,21,-1.525,1.075,-1,0
30,21,-1.475,1.075,-1,0
31,21,-1.425,1.075,-1,0
32,21,-1.375,1.075,-1,0
33,21,-1.325,1.075,-1,0
34,21,-1.275,1.075,-1,0
35,21,-1.225,1.075,-1,0
36,21,-1.175,1.075,-1,0
37,21,-1.125,1.075,-1,0
38,21,-1.075,1.075,-1,0
39,21,-1.025,1.075,-1,0
40,21,-0.975,1.075,-1,0
41,21,-0.925,1.075,-1,0
42,21,-0.875,1.075,-1,0
43,21,-0.825,1.075,-1,0
44,21,-0.775,1.075,-1,0
45,21,-0.725,1.075,-1,0
46,21,-0.675,1.075,-1,0
47,21,-0.625,1.075,-1,0
48,21,-0.575,1.075,-1,0
49,21,-0.525,1.075,-1,0
50,21,-0.475,1.075,-1,0
51,21,-0.425,1.075,-1,0
52,21,-0.375,1.075,-1,0
53,21,-0.325,1.075,-1,0
54,21,-0.275,1.075,-1,0
55,21,-0.225,1.075,-1,0
56,21,-0.175,1.075,-1,0
57,21,-0.125,1.075,-1,0
58,21,-0.075,1.075,-1,0
59,21,-0.025,1.075,-1,0
60,21,0.025,1.075,1002,34
61,21,0.075,1.075,70220,1
62,21,0.125,1.075,53019,2
63,21,0.175,1.075,29528,3
64,21,0.225,1.075,5465,1
65,21,0.275,1.075,86593,1
66,21,0.325,1.075,-1,0
67,21,0.375,1.075,59750,2
68,21,0.425,1.075,5057,1
69,21,0.475,1.075,-1,0
70,21,0.525,1.075,-1,0
71,21,0.575,1.075,35773,1
72,21,0.625,1.075,36030,2
73,21,0.675,1.075,22088,2
74,21,0.725,1.075,4501,8
75,21,0.775,1.075,-1,0
76,21,0.825,1.075,-1,0
77,21,0.875,1.075,-1,0
78,21,0.925,1.075,-1,0
79,21,0.975,1.075,-1,0
80,21,1.025,1.075,31209,3
81,21,1.075,1.075,2160,5
82,21,1.125,1.075,46025,1
83,21,1.175,1.075,19891,4
84,21,1.225,1.075,1775,5
85,21,1.275,1.075,13063,4
86,21,1.325,1.075,52709,2
87,21,1.375,1.075,9935,7
88,21,1.425,1.075,10769,7
89,21,1.475,1.075,25082,2
90,21,1.525,1.075,-1,0
91,21,1.575,1.075,-1,0
92,21,1.625,1.075,-1,0
93,21,1.675,1.075,-1,0
94,21,1.725,1.075,-1,0
95,21,1.775,1.075,-1,0
96,21,1.825,1.075,-1,0
97,21,1.875,1.075,-1,0
98,21,1.925,1.075,-1,0
99,21,1.975,1.075,-1,0
100,21,2.025,1.075,-1,0
101,21,2.075,1.075,-1,0
102,21,2.125,1.075,-1,0
103,21,2.175,1.075,-1,0
104,21,2.225,1.075,-1,0
105,21,2.275,1.075,-1,0
106,21,2.325,1.075,-1,0
107,21,2.375,1.075,-1,0
108,21,2.425,1.075,-1,0
109,21,2.475,1.075,-1,0
110,21,2.525,1.075,-1,0
111,21,2.575,1.075,-1,0
112,21,2.625,1.075,-1,0
113,21,2.675,1.075,-1,0
114,21,2.725,1.075,-1,0
115,21,2.775,1.075,-1,0
116,21,2.825,1.075,-1,0
117,21,2.875,1.075,-1,0
118,21,2.925,1.075,-1,0
119,21,2.975,1.075,-1,0
0,22,-2.975,1.125,-1,0
1,22,-2.925,1.125,-1,0
2,22,-2.875,1.125,-1,0
3,22,-2.825,1.125,-1,0
4,22,-2.775,1.125,-1,0
5,22,-2.725,1.125,-1,0
6,22,-2.675,1.125,-1,0
7,22,-2.625,1.125,-1,0
8,22,-2.575,1.125,-1,0
9,22,-2.525,1.125,-1,0
10,22,-2.475,1.125,-1,0
11,22,-2.425,1.125,-1,0
12,22,-2.375,1.125,-1,0
13,22,-2.325,1.125,-1,0
14,22,-2.275,1.125,-1,0
15,22,-2.225,1.125,-1,0
16,22,-2.175,1.125,-1,0
17,22,-2.125,1.125,-1,0
18,22,-2.075,1.125,-1,0
19,22,-2.025,1.125,-1,0
20,22,-1.975,1.125,-1,0
21,22,-1.925,1.125,-1,0
22,22,-1.875,1.125,-1,0
23,22,-1.825,1.125,-1,0
24,22,-1.775,1.125,-1,0
25,22,-1.725,1.125,-1,0
26,22,-1.675,1.125,-1,0
27,22,-1.625,1.125,-1,0
28,22,-1.575,1.125,-1,0
29,22,-1.525,1.125,-1,0
30,22,-1.475,1.125,-1,0
31,22,-1.425,1.125,-1,0
32,22,-1.375,1.125,-1,0
33,22,-1.325,1.125,-1,0
34,22,-1.275,1.125,-1,0
35,22,-1.225,1.125,-1,0
36,22,-1.175,1.125,-1,0
37,22,-1.125,1.125,-1,0
38,22,-1.075,1.125,-1,0
39,22,-1.025,1.125,-1,0
40,22,-0.975,1.125,-1,0
41,22,-0.925,1.125,-1,0
42,22,-0.875,1.125,-1,0
43,22,-0.825,1.125,-1,0
44,22,-0.775,1.125,-1,0
45,22,-0.725,1.125,-1,0
46,22,-0.675,1.125,-1,0
47,22,-0.625,1.125,-1,0
48,22,-0.575,1.125,-1,0
49,22,-0.525,1.125,-1,0
50,22,-0.475,1.125,-1,0
51,22,-0.425,1.125,-1,0
52,22,-0.375,1.125,-1,0
53,22,-0.325,1.125,-1,0
54,22,-0.275,1.125,-1,0
55,22,-0.225,1.125,-1,0
56,22,-0.175,1.125,-1,0
57,22,-0.125,1.125,-1,0
58,22,-0.075,1.125,-1,0
59,22,-0.025,1.125,-1,0
60,22,0.025,1.125,1462,36
61,22,0.075,1.125,51664,2
62,22,0.125,1.125,18690,2
63,22,0.175,1.125,44309,2
64,22,0.225,1.125,71687,1
65,22,0.275,1.125,87511,1
66,22,0.325,1.125,32424,1
67,22,0.375,1.125,36278,1
68,22,0.425,1.125,18511,2
69,22,0.475,1.125,47045,3
70,22,0.525,1.125,4885,3
71,22,0.575,1.125,58863,2
72,22,0.625,1.125,-1,0
73,22,0.675,1.125,12739,2
74,22,0.725,1.125,37871,2
75,22,0.775,1.125,2747,13
76,22,0.825,1.125,-1,0
77,22,0.875,1.125,-1,0
78,22,0.925,1.125,-1,0
79,22,0.975,1.125,75424,1
80,22,1.025,1.125,81519,1
81,22,1.075,1.125,50280,1
82,22,1.125,1.125,13981,3
83,22,1.175,1.125,-1,0
84,22,1.225,1.125,45699,3
85,22,1.275,1.125,68757,1
86,22,1.325,1.125,32032,2
87,22,1.375,1.125,86398,1
88,22,1.425,1.125,17352,5
89,22,1.475,1.125,25095,9
90,22,1.525,1.125,29420,3
91,22,1.575,1.125,79485,2
92,22,1.625,1.125,-1,0
93,22,1.675,1.125,-1,0
94,22,1.725,1.125,-1,0
95,22,1.775,1.125,-1,0
96,22,1.825,1.125,-1,0
97,22,1.875,1.125,-1,0
98,22,1.925,1.125,-1,0
99,22,1.975,1.125,-1,0
100,22,2.025,1.125,-1,0
101,22,2.075,1.125,-1,0
102,22,2.125,1.125,-1,0
103,22,2.175,1.125,-1,0
104,22,2.225,1.125,-1,0
105,22,2.275,1.125,-1,0
106,22,2.325,1.125,-1,0
107,22,2.375,1.125,-1,0
108,22,2.425,1.125,-1,0
109,22,2.475,1.125,-1,0
110,22,2.525,1.125,-1,0
111,22,2.575,1.125,-1,0
112,22,2.625,1.125,-1,0
113,22,2.675,1.125,-1,0
114,22,2.725,1.125,-1,0
115,22,2.775,1.125,-1,0
116,22,2.825,1.125,-1,0
117,22,2.875,1.125,-1,0
118,22,2.925,1.125,-1,0
119,22,2.975,1.125,-1,0
0,23,-2.975,1.175,-1,0
1,23,-2.925,1.175,-1,0
2,23,-2.875,1.175,-1,0
3,23,-2.825,1.175,-1,0
4,23,-2.775,1.175,-1,0
5,23,-2.725,1.175,-1,0
6,23,-2.675,1.175,-1,0
7,23,-2.625,1.175,-1,0
8,23,-2.575,1.175,-1,0
9,23,-2.525,1.175,-1,0
10,23,-2.475,1.175,-1,0
11,23,-2.425,1.175,-1,0
12,23,-2.375,1.175,-1,0
13,23,-2.325,1.175,-1,0
14,23,-2.275,1.175,-1,0
15,23,-2.225,1.175,-1,0
16,23,-2.175,1.175,-1,0
17,23,-2.125,1.175,-1,0
18,23,-2.075,1.175,-1,0
19,23,-2.025,1.175,-1,0
20,23,-1.975,1.175,-1,0
21,23,-1.925,1.175,-1,0
22,23,-1.875,1.175,-1,0
23,23,-1.825,1.175,-1,0
24,23,-1.775,1.175,-1,0
25,23,-1.725,1.175,-1,0
26,23,-1.675,1.175,-1,0
27,23,-1.625,1.175,-1,0
28,23,-1.575,1.175,-1,0
29,23,-1.525,1.175,-1,0
30,23,-1.475,1.175,-1,0
31,23,-1.425,1.175,-1,0
32,23,-1.375,1.175,-1,0
33,23,-1.325,1.175,-1,0
34,23,-1.275,1.175,-1,0
35,23,-1.225,1.175,-1,0
36,23,-1.175,1.175,-1,0
37,23,-1.125,1.175,-1,0
38,23,-1.075,1.175,-1,0
39,23,-1.025,1.175,-1,0
40,23,-0.975,1.175,-1,0
41,23,-0.925,1.175,-1,0
42,23,-0.875,1.175,-1,0
43,23,-0.825,1.175,-1,0
44,23,-0.775,1.175,-1,0
45,23,-0.725,1.175,-1,0
46,23,-0.675,1.175,-1,0
47,23,-0.625,1.175,-1,0
48,23,-0.575,1.175,-1,0
49,23,-0.525,1.175,-1,0
50,23,-0.475,1.175,-1,0
51,23,-0.425,1.175,-1,0
52,23,-0.375,1.175,-1,0
53,23,-0.325,1.175,-1,0
54,23,-0.275,1.175,-1,0
55,23,-0.225,1.175,-1,0
56,23,-0.175,1.175,-1,0
57,23,-0.125,1.175,-1,0
58,23,-0.075,1.175,-1,0
59,23,-0.025,1.175,-1,0
60,23,0.025,1.175,244,33
61,23,0.075,1.175,-1,0
62,23,0.125,1.175,7444,2
63,23,0.175,1.175,699,5
64,23,0.225,1.175,16451,1
65,23,0.275,1.175,49905,1
66,23,0.325,1.175,24610,2
67,23,0.375,1.175,18385,3
68,23,0.425,1.175,48455,3
69,23,0.475,1.175,58776,1
70,23,0.525,1.175,10957,1
71,23,0.575,1.175,13118,2
72,23,0.625,1.175,22542,1
73,23,0.675,1.175,6597,3
74,23,0.725,1.175,-1,0
75,23,0.775,1.175,-1,0
76,23,0.825,1.175,36760,2
77,23,0.875,1.175,56341,2
78,23,0.925,1.175,88490,1
79,23,0.975,1.175,59353,1
80,23,1.025,1.175,64557,2
81,23,1.075,1.175,-1,0
82,23,1.125,1.175,27503,5
83,23,1.175,1.175,35109,3
84,23,1.225,1.175,18641,3
85,23,1.275,1.175,21266,4
86,23,1.325,1.175,12408,7
87,23,1.375,1.175,12005,3
88,23,1.425,1.175,77621,3
89,23,1.475,1.175,1473,4
90,23,1.525,1.175,327,7
91,23,1.575,1.175,5589,12
92,23,1.625,1.175,4700,3
93,23,1.675,1.175,-1,0
94,23,1.725,1.175,-1,0
95,23,1.775,1.175,-1,0
96,23,1.825,1.175,-1,0
97,23,1.875,1.175,-1,0
98,23,1.925,1.175,-1,0
99,23,1.975,1.175,-1,0
100,23,2.025,1.175,-1,0
101,23,2.075,1.175,-1,0
102,23,2.125,1.175,-1,0
103,23,2.175,1.175,-1,0
104,23,2.225,1.175,-1,0
105,23,2.275,1.175,-1,0
106,23,2.325,1.175,-1,0
107,23,2.375,1.175,-1,0
108,23,2.425,1.175,-1,0
109,23,2.475,1.175,-1,0
110,23,2.525,1.175,-1,0
111,23,2.575,1.175,-1,0
112,23,2.625,1.175,-1,0
113,23,2.675,1.175,-1,0
114,23,2.725,1.175,-1,0
115,23,2.775,1.175,-1,0
116,23,2.825,1.175,-1,0
117,23,2.875,1.175,-1,0
118,23,2.925,1.175,-1,0
119,23,2.975,1.175,-1,0
0,24,-2.975,1.225,-1,0
1,24,-2.925,1.225,-1,0
2,24,-2.875,1.225,-1,0
3,24,-2.825,1.225,-1,0
4,24,-2.775,1.225,-1,0
5,24,-2.725,1.225,-1,0
6,24,-2.675,1.225,-1,0
7,24,-2.625,1.225,-1,0
8,24,-2.575,1.225,-1,0
9,24,-2.525,1.225,-1,0
10,24,-2.475,1.225,-1,0
11,24,-2.425,1.225,-1,0
12,24,-2.375,1.225,-1,0
13,24,-2.325,1.225,-1,0
14,24,-2.275,1.225,-1,0
15,24,-2.225,1.225,-1,0
16,24,-2.175,1.225,-1,0
17,24,-2.125,1.225,-1,0
18,24,-2.075,1.225,-1,0
19,24,-2.025,1.225,-1,0
20,24,-1.975,1.225,-1,0
21,24,-1.925,1.225,-1,0
22,24,-1.875,1.225,-1,0
23,24,-1.825,1.225,-1,0
24,24,-1.775,1.225,-1,0
25,24,-1.725,1.225,-1,0
26,24,-1.675,1.225,-1,0
27,24,-1.625,1.225,-1,0
28,24,-1.575,1.225,-1,0
29,24,-1.525,1.225,-1,0
30,24,-1.475,1.225,-1,0
31,24,-1.425,1.225,-1,0
32,24,-1.375,1.225,-1,0
33,24,-1.325,1.225,-1,0
34,24,-1.275,1.225,-1,0
35,24,-1.225,1.225,-1,0
36,24,-1.175,1.225,-1,0
37,24,-1.125,1.225,-1,0
38,24,-1.075,1.225,-1,0
39,24,-1.025,1.225,-1,0
40,24,-0.975,1.225,-1,0
41,24,-0.925,1.225,-1,0
42,24,-0.875,1.225,-1,0
43,24,-0.825,1.225,-1,0
44,24,-0.775,1.225,-1,0
45,24,-0.725,1.225,-1,0
46,24,-0.675,1.225,-1,0
47,24,-0.625,1.225,-1,0
48,24,-0.575,1.225,-1,0
49,24,-0.525,1.225,-1,0
50,24,-0.475,1.225,-1,0
51,24,-0.425,1.225,-1,0
52,24,-0.375,1.225,-1,0
53,24,-0.325,1.225,-1,0
54,24,-0.275,1.225,-1,0
55,24,-0.225,1.225,-1,0
56,24,-0.175,1.225,-1,0
57,24,-0.125,1.225,-1,0
58,24,-0.075,1.225,-1,0
59,24,-0.025,1.225,-1,0
60,24,0.025,1.225,1426,29
61,24,0.075,1.225,-1,0
62,24,0.125,1.225,27006,4
63,24,0.175,1.225,23649,6
64,24,0.225,1.225,27528,2
65,24,0.275,1.225,70020,2
66,24,0.325,1.225,73692,1
67,24,0.375,1.225,17047,1
68,24,0.425,1.225,15957,5
69,24,0.475,1.225,10175,4
70,24,0.525,1.225,60587,2
71,24,0.575,1.225,9331,5
72,24,0.625,1.225,37873,1
73,24,0.675,1.225,28569,2
74,24,0.725,1.225,56044,1
75,24,0.775,1.225,48691,3
76,24,0.825,1.225,-1,0
77,24,0.875,1.225,1864,8
78,24,0.925,1.225,62651,1
79,24,0.975,1.225,80480,1
80,24,1.025,1.225,8992,3
81,24,1.075,1.225,31213,1
82,24,1.125,1.225,15203,2
83,24,1.175,1.225,2968,1
84,24,1.225,1.225,11675,5
85,24,1.275,1.225,7084,3
86,24,1.325,1.225,-1,0
87,24,1.375,1.225,1339,4
88,24,1.425,1.225,10636,8
89,24,1.475,1.225,14011,4
90,24,1.525,1.225,2314,9
91,24,1.575,1.225,14584,4
92,24,1.625,1.225,9872,7
93,24,1.675,1.225,3660,5
94,24,1.725,1.225,-1,0
95,24,1.775,1.225,-1,0
96,24,1.825,1.225,-1,0
97,24,1.875,1.225,-1,0
98,24,1.925,1.225,-1,0
99,24,1.975,1.225,-1,0
100,24,2.025,1.225,-1,0
101,24,2.075,1.225,-1,0
102,24,2.125,1.225,-1,0
103,24,2.175,1.225,-1,0
104,24,2.225,1.225,-1,0
105,24,2.275,1.225,-1,0
106,24,2.325,1.225,-1,0
107,24,2.375,1.225,-1,0
108,24,2.425,1.225,-1,0
109,24,2.475,1.225,-1,0
110,24,2.525,1.225,-1,0
111,24,2.575,1.225,-1,0
112,24,2.625,1.225,-1,0
113,24,2.675,1.225,-1,0
114,24,2.725,1.225,-1,0
115,24,2.775,1.225,-1,0
116,24,2.825,1.225,-1,0
117,24,2.875,1.225,-1,0
118,24,2.925,1.225,-1,0
119,24,2.975,1.225,-1,0
0,25,-2.975,1.275,-1,0
1,25,-2.925,1.275,-1,0
2,25,-2.875,1.275,-1,0
3,25,-2.825,1.275,-1,0
4,25,-2.775,1.275,-1,0
5,25,-2.725,1.275,-1,0
6,25,-2.675,1.275,-1,0
7,25,-2.625,1.275,-1,0
8,25,-2.575,1.275,-1,0
9,25,-2.525,1.275,-1,0
10,25,-2.475,1.275,-1,0
11,25,-2.425,1.275,-1,0
12,25,-2.375,1.275,-1,0
13,25,-2.325,1.275,-1,0
14,25,-2.275,1.275,-1,0
15,25,-2.225,1.275,-1,0
16,25,-2.175,1.275,-1,0
17,25,-2.125,1.275,-1,0
18,25,-2.075,1.275,-1,0
19,25,-2.025,1.275,-1,0
20,25,-1.975,1.275,-1,0
21,25,-1.925,1.275,-1,0
22,25,-1.875,1.275,-1,0
23,25,-1.825,1.275,-1,0
24,25,-1.775,1.275,-1,0
25,25,-1.725,1.275,-1,0
26,25,-1.675,1.275,-1,0
27,25,-1.625,1.275,-1,0
28,25,-1.575,1.275,-1,0
29,25,-1.525,1.275,-1,0
30,25,-1.475,1.275,-1,0
31,25,-1.425,1.275,-1,0
32,25,-1.375,1.275,-1,0
33,25,-1.325,1.275,-1,0
34,25,-1.275,1.275,-1,0
35,25,-1.225,1.275,-1,0
36,25,-1.175,1.275,-1,0
37,25,-1.125,1.275,-1,0
38,25,-1.075,1.275,-1,0
39,25,-1.025,1.275,-1,0
40,25,-0.975,1.275,-1,0
41,25,-0.925,1.275,-1,0
42,25,-0.875,1.275,-1,0
43,25,-0.825,1.275,-1,0
44,25,-0.775,1.275,-1,0
45,25,-0.725,1.275,-1,0
46,25,-0.675,1.275,-1,0
47,25,-0.625,1.275,-1,0
48,25,-0.575,1.275,-1,0
49,25,-0.525,1.275,-1,0
50,25,-0.475,1.275,-1,0
51,25,-0.425,1.275,-1,0
52,25,-0.375,1.275,-1,0
53,25,-0.325,1.275,-1,0
54,25,-0.275,1.275,-1,0
55,25,-0.225,1.275,-1,0
56,25,-0.175,1.275,-1,0
57,25,-0.125,1.275,-1,0
58,25,-0.075,1.275,-1,0
59,25,-0.025,1.275,-1,0
60,25,0.025,1.275,7101,31
61,25,0.075,1.275,-1,0
62,25,0.125,1.275,-1,0
63,25,0.175,1.275,15259,5
64,25,0.225,1.275,9168,2
65,25,0.275,1.275,25518,1
66,25,0.325,1.275,61954,1
67,25,0.375,1.275,21677,1
68,25,0.425,1.275,6595,7
69,25,0.475,1.275,22491,4
70,25,0.525,1.275,20588,7
71,25,0.575,1.275,2351,1
72,25,0.625,1.275,38303,2
73,25,0.675,1.275,13942,4
74,25,0.725,1.275,-1,0
75,25,0.775,1.275,43732,3
76,25,0.825,1.275,-1,0
77,25,0.875,1.275,-1,0
78,25,0.925,1.275,3976,9
79,25,0.975,1.275,3539,2
80,25,1.025,1.275,13011,1
81,25,1.075,1.275,-1,0
82,25,1.125,1.275,80024,1
83,25,1.175,1.275,5214,4
84,25,1.225,1.275,18772,2
85,25,1.275,1.275,2271,6
86,25,1.325,1.275,11506,1
87,25,1.375,1.275,658,9
88,25,1.425,1.275,12835,8
89,25,1.475,1.275,15513,6
90,25,1.525,1.275,30973,4
91,25,1.575,1.275,4164,12
92,25,1.625,1.275,13975,6
93,25,1.675,1.275,27810,13
94,25,1.725,1.275,7443,21
95,25,1.775,1.275,-1,0
96,25,1.825,1.275,-1,0
97,25,1.875,1.275,-1,0
98,25,1.925,1.275,-1,0
99,25,1.975,1.275,-1,0
100,25,2.025,1.275,-1,0
101,25,2.075,1.275,-1,0
102,25,2.125,1.275,-1,0
103,25,2.175,1.275,-1,0
104,25,2.225,1.275,-1,0
105,25,2.275,1.275,-1,0
106,25,2.325,1.275,-1,0
107,25,2.375,1.275,-1,0
108,25,2.425,1.275,-1,0
109,25,2.475,1.275,-1,0
110,25,2.525,1.275,-1,0
111,25,2.575,1.275,-1,0
112,25,2.625,1.275,-1,0
113,25,2.675,1.275,-1,0
114,25,2.725,1.275,-1,0
115,25,2.775,1.275,-1,0
116,25,2.825,1.275,-1,0
117,25,2.875,1.275,-1,0
118,25,2.925,1.275,-1,0
119,25,2.975,1.275,-1,0
0,26,-2.975,1.325,-1,0
1,26,-2.925,1.325,-1,0
2,26,-2.875,1.325,-1,0
3,26,-2.825,1.325,-1,0
4,26,-2.775,1.325,-1,0
5,26,-2.725,1.325,-1,0
6,26,-2.675,1.325,-1,0
7,26,-2.625,1.325,-1,0
8,26,-2.575,1.325,-1,0
9,26,-2.525,1.325,-1,0
10,26,-2.475,1.325,-1,0
11,26,-2.425,1.325,-1,0
12,26,-2.375,1.325,-1,0
13,26,-2.325,1.325,-1,0
14,26,-2.275,1.325,-1,0
15,26,-2.225,1.325,-1,0
16,26,-2.175,1.325,-1,0
17,26,-2.125,1.325,-1,0
18,26,-2.075,1.325,-1,0
19,26,-2.025,1.325,-1,0
20,26,-1.975,1.325,-1,0
21,26,-1.925,1.325,-1,0
22,26,-1.875,1.325,-1,0
23,26,-1.825,1.325,-1,0
24,26,-1.775,1.325,-1,0
25,26,-1.725,1.325,-1,0
26,26,-1.675,1.325,-1,0
27,26,-1.625,1.325,-1,0
28,26,-1.575,1.325,-1,0
29,26,-1.525,1.325,-1,0
30,26,-1.475,1.325,-1,0
31,26,-1.425,1.325,-1,0
32,26,-1.375,1.325,-1,0
33,26,-1.325,1.325,-1,0
34,26,-1.275,1.325,-1,0
35,26,-1.225,1.325,-1,0
36,26,-1.175,1.325,-1,0
37,26,-1.125,1.325,-1,0
38,26,-1.075,1.325,-1,0
39,26,-1.025,1.325,-1,0
40,26,-0.975,1.325,-1,0
41,26,-0.925,1.325,-1,0
42,26,-0.875,1.325,-1,0
43,26,-0.825,1.325,-1,0
44,26,-0.775,1.325,-1,0
45,26,-0.725,1.325,-1,0
46,26,-0.675,1.325,-1,0
47,26,-0.625,1.325,-1,0
48,26,-0.575,1.325,-1,0
49,26,-0.525,1.325,-1,0
50,26,-0.475,1.325,-1,0
51,26,-0.425,1.325,-1,0
52,26,-0.375,1.325,-1,0
53,26,-0.325,1.325,-1,0
54,26,-0.275,1.325,-1,0
55,26,-0.225,1.325,-1,0
56,26,-0.175,1.325,-1,0
57,26,-0.125,1.325,-1,0
58,26,-0.075,1.325,-1,0
59,26,-0.025,1.325,-1,0
60,26,0.025,1.325,1318,38
61,26,0.075,1.325,-1,0
62,26,0.125,1.325,-1,0
63,26,0.175,1.325,24841,3
64,26,0.225,1.325,4549,4
65,26,0.275,1.325,-1,0
66,26,0.325,1.325,43272,3
67,26,0.375,1.325,19430,5
68,26,0.425,1.325,33003,4
69,26,0.475,1.325,6118,6
70,26,0.525,1.325,19893,3
71,26,0.575,1.325,2970,2
72,26,0.625,1.325,8825,1
73,26,0.675,1.325,22566,2
74,26,0.725,1.325,2482,4
75,26,0.775,1.325,3357,6
76,26,0.825,1.325,29970,1
77,26,0.875,1.325,-1,0
78,26,0.925,1.325,70706,3
79,26,0.975,1.325,10183,7
80,26,1.025,1.325,31236,4
81,26,1.075,1.325,57010,3
82,26,1.125,1.325,5464,7
83,26,1.175,1.325,-1,0
84,26,1.225,1.325,14293,10
85,26,1.275,1.325,15284,4
86,26,1.325,1.325,7078,9
87,26,1.375,1.325,7046,3
88,26,1.425,1.325,-1,0
89,26,1.475,1.325,-1,0
90,26,1.525,1.325,20532,1
91,26,1.575,1.325,-1,0
92,26,1.625,1.325,-1,0
93,26,1.675,1.325,-1,0
94,26,1.725,1.325,356,12
95,26,1.775,1.325,20128,7
96,26,1.825,1.325,-1,0
97,26,1.875,1.325,-1,0
98,26,1.925,1.325,-1,0
99,26,1.975,1.325,-1,0
100,26,2.025,1.325,-1,0
101,26,2.075,1.325,-1,0
102,26,2.125,1.325,-1,0
103,26,2.175,1.325,-1,0
104,26,2.225,1.325,-1,0
105,26,2.275,1.325,-1,0
106,26,2.325,1.325,-1,0
107,26,2.375,1.325,-1,0
108,26,2.425,1.325,-1,0
109,26,2.475,1.325,-1,0
110,26,2.525,1.325,-1,0
111,26,2.575,1.325,-1,0
112,26,2.625,1.325,-1,0
113,26,2.675,1.325,-1,0
114,26,2.725,1.325,-1,0
115,26,2.775,1.325,-1,0
116,26,2.825,1.325,-1,0
117,26,2.875,1.325,-1,0
118,26,2.925,1.325,-1,0
119,26,2.975,1.325,-1,0
0,27,-2.975,1.375,-1,0
1,27,-2.925,1.375,-1,0
2,27,-2.875,1.375,-1,0
3,27,-2.825,1.375,-1,0
4,27,-2.775,1.375,-1,0
5,27,-2.725,1.375,-1,0
6,27,-2.675,1.375,-1,0
7,27,-2.625,1.375,-1,0
8,27,-2.575,1.375,-1,0
9,27,-2.525,1.375,-1,0
10,27,-2.475,1.375,-1,0
11,27,-2.425,1.375,-1,0
12,27,-2.375,1.375,-1,0
13,27,-2.325,1.375,-1,0
14,27,-2.275,1.375,-1,0
15,27,-2.225,1.375,-1,0
16,27,-2.175,1.375,-1,0
17,27,-2.125,1.375,-1,0
18,27,-2.075,1.375,-1,0
19,27,-2.025,1.375,-1,0
20,27,-1.975,1.375,-1,0
21,27,-1.925,1.375,-1,0
22,27,-1.875,1.375,-1,0
23,27,-1.825,1.375,-1,0
24,27,-1.775,1.375,-1,0
25,27,-1.725,1.375,-1,0
26,27,-1.675,1.375,-1,0
27,27,-1.625,1.375,-1,0
28,27,-1.575,1.375,-1,0
29,27,-1.525,1.375,-1,0
30,27,-1.475,1.375,-1,0
31,27,-1.425,1.375,-1,0
32,27,-1.375,1.375,-1,0
33,27,-1.325,1.375,-1,0
34,27,-1.275,1.375,-1,0
35,27,-1.225,1.375,-1,0
36,27,-1.175,1.375,-1,0
37,27,-1.125,1.375,-1,0
38,27,-1.075,1.375,-1,0
39,27,-1.025,1.375,-1,0
40,27,-0.975,1.375,-1,0
41,27,-0.925,1.375,-1,0
42,27,-0.875,1.375,-1,0
43,27,-0.825,1.375,-1,0
44,27,-0.775,1.375,-1,0
45,27,-0.725,1.375,-1,0
46,27,-0.675,1.375,-1,0
47,27,-0.625,1.375,-1,0
48,27,-0.575,1.375,-1,0
49,27,-0.525,1.375,-1,0
50,27,-0.475,1.375,-1,0
51,27,-0.425,1.375,-1,0
